"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean.Temp","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-120.45","50.70","KAMLOOPS A","1163781","2021-08-09","2021","08","09","","31.2","","12.5","","21.9","","0.0","","3.9","","0.0","","0.0","","0.0","","","","24","","35",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-08-10","2021","08","10","","32.4","","18.2","","25.3","","0.0","","7.3","","0.0","","0.0","","0.0","","","","24","","36",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-08-11","2021","08","11","","36.4","","14.6","","25.5","","0.0","","7.5","","0.0","","0.0","","0.0","","","","32","","45",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-08-12","2021","08","12","","34.0","","17.7","","25.9","","0.0","","7.9","","0.0","","0.0","","0.0","","","","29","","40",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-08-13","2021","08","13","","30.5","","14.9","","22.7","","0.0","","4.7","","0.0","","0.0","","0.0","","","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2021-08-14","2021","08","14","","31.3","","15.2","","23.3","","0.0","","5.3","","0.0","","0.0","","0.0","","","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2021-08-15","2021","08","15","","29.7","","17.0","","23.4","","0.0","","5.4","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2021-08-16","2021","08","16","","23.4","","15.1","","19.3","","0.0","","1.3","","6.8","","0.0","","6.8","","","","27","","34",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-08-17","2021","08","17","","24.0","","12.5","","18.3","","0.0","","0.3","","9.8","","0.0","","9.8","","","","29","","38",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-08-18","2021","08","18","","29.4","","9.0","","19.2","","0.0","","1.2","","0.0","","0.0","","0.0","","","","30","","34",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-08-19","2021","08","19","","27.1","","17.8","","22.5","","0.0","","4.5","","0.0","","0.0","","0.0","","","","29","","46",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-08-20","2021","08","20","","24.3","","13.0","","18.7","","0.0","","0.7","","0.0","","0.0","","0.0","","","","28","","31",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-08-21","2021","08","21","","29.1","","11.3","","20.2","","0.0","","2.2","","0.0","T","0.0","","0.0","T","","","16","","59",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-08-22","2021","08","22","","19.5","","10.1","","14.8","","3.2","","0.0","","2.0","","0.0","","2.0","","","","29","","49",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-08-23","2021","08","23","","18.3","","11.3","","14.8","","3.2","","0.0","","0.0","T","0.0","","0.0","T","","","31","","42",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-08-24","2021","08","24","","24.5","","7.3","","15.9","","2.1","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2021-08-25","2021","08","25","","28.3","","8.6","","18.5","","0.0","","0.5","","0.0","","0.0","","0.0","","","","18","","39",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-08-26","2021","08","26","","25.4","","10.6","","18.0","","0.0","","0.0","","0.0","T","0.0","","0.0","T","","","22","","39",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-08-27","2021","08","27","","23.7","","11.7","","17.7","","0.3","","0.0","","0.0","","0.0","","0.0","","","","28","","48",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-08-28","2021","08","28","","29.1","","9.1","","19.1","","0.0","","1.1","","0.0","","0.0","","0.0","","","","8","","33",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-08-29","2021","08","29","","28.6","","10.1","","19.4","","0.0","","1.4","","0.0","","0.0","","0.0","","","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2021-08-30","2021","08","30","","26.7","","11.3","","19.0","","0.0","","1.0","","0.0","","0.0","","0.0","","","","21","","48",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-08-31","2021","08","31","","17.4","","11.3","","14.4","","3.6","","0.0","","1.5","","0.0","","1.5","","","","29","","35",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-09-01","2021","09","01","","22.0","","12.4","","17.2","","0.8","","0.0","","0.0","","0.0","","0.0","","","","30","","42",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-09-02","2021","09","02","","25.3","","6.8","","16.1","","1.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2021-09-03","2021","09","03","","29.1","","7.3","","18.2","","0.0","","0.2","","0.0","","0.0","","0.0","","","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2021-09-04","2021","09","04","","19.7","","8.7","","14.2","","3.8","","0.0","","2.1","","0.0","","2.1","","","","11","","45",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-09-05","2021","09","05","","25.1","","11.9","","18.5","","0.0","","0.5","","0.0","","0.0","","0.0","","","","10","","41",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-09-06","2021","09","06","","27.7","","7.6","","17.7","","0.3","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2021-09-07","2021","09","07","","30.8","","10.4","","20.6","","0.0","","2.6","","0.0","","0.0","","0.0","","","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2021-09-08","2021","09","08","","25.9","","15.2","","20.6","","0.0","","2.6","","0.0","T","0.0","","0.0","T","","","11","","32",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-09-09","2021","09","09","","23.4","","12.1","","17.8","","0.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2021-09-10","2021","09","10","","24.2","","9.1","","16.7","","1.3","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2021-09-11","2021","09","11","","25.5","","10.1","","17.8","","0.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2021-09-12","2021","09","12","","24.8","","12.5","","18.7","","0.0","","0.7","","0.0","","0.0","","0.0","","","","28","","37",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-09-13","2021","09","13","","25.4","","11.6","","18.5","","0.0","","0.5","","0.0","","0.0","","0.0","","","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2021-09-14","2021","09","14","","15.6","","8.5","","12.1","","5.9","","0.0","","2.5","","0.0","","2.5","","","","10","","36",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-09-15","2021","09","15","","18.0","","7.3","","12.7","","5.3","","0.0","","2.9","","0.0","","2.9","","","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2021-09-16","2021","09","16","","19.9","","6.6","","13.3","","4.7","","0.0","","0.0","","0.0","","0.0","","","","14","","41",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-09-17","2021","09","17","","15.2","","9.1","","12.2","","5.8","","0.0","","2.4","","0.0","","2.4","","","","10","","34",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-09-18","2021","09","18","","","M","","M","","M","","M","","M","1.9","","0.0","","1.9","","","","22","","46",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-09-19","2021","09","19","","17.0","","4.4","","10.7","","7.3","","0.0","","1.6","","0.0","","1.6","","","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2021-09-20","2021","09","20","","21.4","","5.2","","13.3","","4.7","","0.0","","0.2","","0.0","","0.2","","","","19","","36",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-09-21","2021","09","21","","15.1","","7.0","","11.1","","6.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2021-09-22","2021","09","22","","22.2","","12.7","","17.5","","0.5","","0.0","","0.0","","0.0","","0.0","","","","9","","35",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-09-23","2021","09","23","","23.8","","8.9","","16.4","","1.6","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2021-09-24","2021","09","24","","22.4","","7.8","","15.1","","2.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2021-09-25","2021","09","25","","21.6","","9.4","","15.5","","2.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2021-09-26","2021","09","26","","23.5","","14.3","","18.9","","0.0","","0.9","","0.5","","0.0","","0.5","","","","19","","56",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-09-27","2021","09","27","","22.5","","12.5","","17.5","","0.5","","0.0","","0.0","","0.0","","0.0","","","","25","","60",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-09-28","2021","09","28","","18.9","","8.8","","13.9","","4.1","","0.0","","0.0","T","0.0","","0.0","T","","","21","","40",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-09-29","2021","09","29","","15.9","","9.0","","12.5","","5.5","","0.0","","0.0","T","0.0","","0.0","T","","","8","","46",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-09-30","2021","09","30","","","M","","M","","M","","M","","M","1.7","","0.0","","1.7","","","","14","","65",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-10-01","2021","10","01","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","","","10","","33",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-10-02","2021","10","02","","17.0","","9.6","","13.3","","4.7","","0.0","","0.0","T","0.0","","0.0","T","","","18","","50",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-10-03","2021","10","03","","21.6","","9.8","","15.7","","2.3","","0.0","","0.0","","0.0","","0.0","","","","23","","43",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-10-04","2021","10","04","","18.7","","7.7","","13.2","","4.8","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2021-10-05","2021","10","05","","19.2","","6.0","","12.6","","5.4","","0.0","","0.0","","0.0","","0.0","","","","21","","50",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-10-06","2021","10","06","","15.1","","3.2","","9.2","","8.8","","0.0","","0.0","","0.0","","0.0","","","","29","","43",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-10-07","2021","10","07","","15.8","","2.0","","8.9","","9.1","","0.0","","0.0","","0.0","","0.0","","","","9","","34",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-10-08","2021","10","08","","14.4","","1.7","","8.1","","9.9","","0.0","","0.0","","0.0","","0.0","","","","9","","32",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-10-09","2021","10","09","","16.2","","-0.2","","8.0","","10.0","","0.0","","0.0","T","0.0","","0.0","T","","","18","","54",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-10-10","2021","10","10","","13.7","","3.1","","8.4","","9.6","","0.0","","3.0","","0.0","","3.0","","","","30","","55",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-10-11","2021","10","11","","13.1","","0.2","","6.7","","11.3","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2021-10-12","2021","10","12","","10.7","","-0.8","","5.0","","13.0","","0.0","","0.0","","0.0","","0.0","","","","9","","48",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-10-13","2021","10","13","","12.3","","3.4","","7.9","","10.1","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2021-10-14","2021","10","14","","13.4","","-2.5","","5.5","","12.5","","0.0","","0.0","","0.0","","0.0","","","","9","","44",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-10-15","2021","10","15","","11.5","","4.9","","8.2","","9.8","","0.0","","0.2","","0.0","","0.2","","","","11","","53",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-10-16","2021","10","16","","15.8","","9.1","","12.5","","5.5","","0.0","","0.0","","0.0","","0.0","","","","10","","48",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-10-17","2021","10","17","","14.9","","9.2","","12.1","","5.9","","0.0","","0.0","","0.0","","0.0","","","","9","","44",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-10-18","2021","10","18","","14.5","","4.7","","9.6","","8.4","","0.0","","0.0","","0.0","","0.0","","","","28","","42",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-10-19","2021","10","19","","12.2","","1.6","","6.9","","11.1","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2021-10-20","2021","10","20","","15.2","","4.1","","9.7","","8.3","","0.0","","0.7","","0.0","","0.7","","","","16","","40",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-10-21","2021","10","21","","15.9","","4.6","","10.3","","7.7","","0.0","","0.0","","0.0","","0.0","","","","8","","36",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-10-22","2021","10","22","","13.3","","10.0","","11.7","","6.3","","0.0","","0.0","T","0.0","","0.0","T","","","9","","46",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-10-23","2021","10","23","","16.0","","2.4","","9.2","","8.8","","0.0","","0.0","T","0.0","","0.0","T","","","10","","46",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-10-24","2021","10","24","","14.2","","6.3","","10.3","","7.7","","0.0","","1.9","","0.0","","1.9","","","","9","","49",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-10-25","2021","10","25","","15.7","","6.7","","11.2","","6.8","","0.0","","0.0","","0.0","","0.0","","","","11","","50",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-10-26","2021","10","26","","16.2","","8.6","","12.4","","5.6","","0.0","","0.0","T","0.0","","0.0","T","","","17","","49",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-10-27","2021","10","27","","15.3","","3.0","","9.2","","8.8","","0.0","","0.0","","0.0","","0.0","","","","22","","43",""
